no;source;target;module;weight
1707;Consent;Form;Consent;3599
1708;Consent;ListGroup;Consent;3599
1709;Consent;MainLayout;Consent;3599
1710;Consent;Formik;Consent;3599
1711;DeviceAuth;useEffect;clientcredential;3599
1712;DeviceAuth;useState;clientcredential;3599
1713;DeviceAuth;Cookies;clientcredential;3599
1714;DeviceAuth;useRouter;clientcredential;3599
1715;DeviceAuth;ArrowCircleRightIcon;clientcredential;3599
1716;DeviceAuth;CheckCircleIcon;clientcredential;3599
1717;DeviceAuth;ChevronLeftIcon;clientcredential;3599
1718;DeviceAuth;XCircleIcon;clientcredential;3599
1719;DeviceAuth;Image;clientcredential;3599
1720;DeviceAuth;Accordion;clientcredential;3599
1721;DeviceAuth;FloatingLabel;clientcredential;3599
1722;DeviceAuth;Form;clientcredential;3599
1723;DeviceAuth;ListGroup;clientcredential;3599
1724;DeviceAuth;MainLayout;clientcredential;3599
1725;DeviceAuth;Formik;clientcredential;3599
1726;DeviceAuth;isMobile;clientcredential;3599
1727;DeviceAuth;InformationCircleIcon;clientcredential;3599
1728;DeviceAuth;useSelector;clientcredential;3599
1729;DeviceAuth;useDispatch;clientcredential;3599
1730;DeviceAuth;fetchDataUser;clientcredential;3599
1731;Error;useRouter;notifActivity;3599
1732;Error;useEffect;notifActivity;3599
1733;Error;useState;notifActivity;3599
1734;Error;MainLayout;notifActivity;3599
1735;Error;Image;notifActivity;3599
1736;ForgotPassword;useEffect;ForgotPassword;3599
1737;ForgotPassword;useState;ForgotPassword;3599
1738;ForgotPassword;useRouter;ForgotPassword;3599
1739;ForgotPassword;Image;ForgotPassword;3599
1740;ForgotPassword;MainLayout;ForgotPassword;3599
1741;ForgotPassword;FloatingLabel;ForgotPassword;3599
1742;ForgotPassword;Form;ForgotPassword;3599
1743;ForgotPassword;Spinner;ForgotPassword;3599
1744;ForgotPassword;UploadIcon;ForgotPassword;3599
1745;ForgotPassword;InformationCircleIcon;ForgotPassword;3599
1746;ForgotPassword;ICNotFound;ForgotPassword;3599
1747;ForgotPassword;Formik;ForgotPassword;3599
1748;ForgotPassword;Yup;ForgotPassword;3599
1749;ForgotPassword;isMobile;ForgotPassword;3599
1750;ForgotPassword;mobileModel;ForgotPassword;3599
1751;ForgotPassword;mobileVendor;ForgotPassword;3599
1752;ForgotPassword;browserName;ForgotPassword;3599
1753;ForgotPassword;osVersion;ForgotPassword;3599
1754;ForgotPassword;osName;ForgotPassword;3599
1755;ForgotPassword;useSelector;ForgotPassword;3599
1756;ForgotPassword;Swal;ForgotPassword;3599
1757;ForgotPassword;generateSignatureKey;ForgotPassword;3599
1758;ForgotPassword;getCookie;ForgotPassword;3599
1759;Login;useEffect;Login;3599
1760;Login;useState;Login;3599
1761;Login;LockClosedIcon;Login;3599
1762;Login;EyeIcon;Login;3599
1763;Login;EyeOffIcon;Login;3599
1764;Login;ChevronRightIcon;Login;3599
1765;Login;ChevronDoubleRightIcon;Login;3599
1766;Login;ArrowCircleLeftIcon;Login;3599
1767;Login;ArrowCircleRightIcon;Login;3599
1768;Login;CheckCircleIcon;Login;3599
1769;Login;XIcon;Login;3599
1770;Login;CheckIcon;Login;3599
1771;Login;ChevronLeftIcon;Login;3599
1772;Login;UserAddIcon;Login;3599
1773;Login;LockOpenIcon;Login;3599
1774;Login;InformationCircleIcon;Login;3599
1775;Login;DotsHorizontalIcon;Login;3599
1776;Login;Image;Login;3599
1777;Login;FloatingLabel;Login;3599
1778;Login;Form;Login;3599
1779;Login;Tabs;Login;3599
1780;Login;Tab;Login;3599
1781;Login;OverlayTrigger;Login;3599
1782;Login;Popover;Login;3599
1783;Login;Spinner;Login;3599
1784;Login;ProgressBar;Login;3599
1785;Login;Row;Login;3599
1786;Login;Col;Login;3599
1787;Login;Accordion;Login;3599
1788;Login;ListGroup;Login;3599
1789;Login;Stack;Login;3599
1790;Login;Card;Login;3599
1791;Login;Placeholder;Login;3599
1792;Login;defaultValidation;Login;3599
1793;Login;MainLayout;Login;3599
1794;Login;useRouter;Login;3599
1795;Login;Formik;Login;3599
1796;Login;useSelector;Login;3599
1797;Login;useDispatch;Login;3599
1798;Login;API_PUBLIC_GLOBAL;Login;3599
1799;Login;API_SERVER_GLOBAL;Login;3599
1800;Login;Yup;Login;3599
1801;Login;getCookies;Login;3599
1802;Login;setCookies;Login;3599
1803;Login;removeCookies;Login;3599
1804;Login;getCookie;Login;3599
1805;Login;ICShieldID;Login;3599
1806;Login;PengumumanDowntime;Login;3599
1807;Login;CountDown;Login;3599
1808;Login;FormInputsPhone;Login;3599
1809;Login;ModalAlert;Login;3599
1810;Login;Select;Login;3599
1811;Login;isAndroid;Login;3599
1812;Login;isIOS;Login;3599
1813;Login;isChrome;Login;3599
1814;Login;isSafari;Login;3599
1815;Login;isMobile;Login;3599
1816;Login;isTablet;Login;3599
1817;Login;isDesktop;Login;3599
1818;Login;mobileModel;Login;3599
1819;Login;mobileVendor;Login;3599
1820;Login;browserName;Login;3599
1821;Login;osVersion;Login;3599
1822;Login;osName;Login;3599
1823;Login;countryTimezone;Login;3599
1824;Login;doDecryptId;Login;3599
1825;Login;doEncryptId;Login;3599
1826;Login;encodeBase64;Login;3599
1827;Login;QRCodeSVG;Login;3599
1828;Login;authenticator;Login;3599
1829;Login;totp;Login;3599
1830;Login;hotp;Login;3599
1831;Login;Swal;Login;3599
1832;Login;toast;Login;3599
1833;Login;KeyIcon;Login;3599
1834;Login;QrcodeIcon;Login;3599
1835;Login;DeviceMobileIcon;Login;3599
1836;Login;ChatIcon;Login;3599
1837;Login;doSignIn;Login;3599
1838;Login;fetchBasicAuth;Login;3599
1839;Login;FormValidation;Login;3599
1840;Login;startAuthentication;Login;3599
1841;Logout;useEffect;Logout;3599
1842;Logout;useState;Logout;3599
1843;Logout;useRouter;Logout;3599
1844;Logout;Image;Logout;3599
1845;Logout;MainLayout;Logout;3599
1846;Logout;Card;Logout;3599
1847;Logout;Placeholder;Logout;3599
1848;Logout;Spinner;Logout;3599
1849;Logout;getCookie;Logout;3599
1850;Logout;removeCookies;Logout;3599
1851;RegisterMpp1;React;InitialAccessTokens;3599
1852;RegisterMpp1;useState;InitialAccessTokens;3599
1853;RegisterMpp1;useEffect;InitialAccessTokens;3599
1854;RegisterMpp1;Yup;InitialAccessTokens;3599
1855;RegisterMpp1;Formik;InitialAccessTokens;3599
1856;RegisterMpp1;FloatingLabel;InitialAccessTokens;3599
1857;RegisterMpp1;Form;InitialAccessTokens;3599
1858;RegisterMpp1;Row;InitialAccessTokens;3599
1859;RegisterMpp1;Col;InitialAccessTokens;3599
1860;RegisterMpp1;Container;InitialAccessTokens;3599
1861;RegisterMpp1;Button;InitialAccessTokens;3599
1862;RegisterMpp1;Spinner;InitialAccessTokens;3599
1863;RegisterMpp1;API_PUBLIC_GLOBAL;InitialAccessTokens;3599
1864;RegisterMpp1;API_SERVER_GLOBAL;InitialAccessTokens;3599
1865;RegisterMpp1;CloudUploadIcon;InitialAccessTokens;3599
1866;RegisterMpp1;encodeBase64;InitialAccessTokens;3599
1867;RegisterMpp1;Swal;InitialAccessTokens;3599
1868;RegisterMpp1;fetchBasicAuth;InitialAccessTokens;3599
1869;RegisterMpp1;getCookie;InitialAccessTokens;3599
1870;RegisterMpp1;useDispatch;InitialAccessTokens;3599
1871;Verify;useEffect;auth;3599
1872;Verify;useState;auth;3599
1873;Verify;useRouter;auth;3599
1874;Verify;jwt;auth;3599
1875;Verify;encodeBase64;auth;3599
1876;Verify;Swal;auth;3599
1877;Verify;Spinner;auth;3599
1878;AppMPP;React;auth;3599
1879;AppMPP;useEffect;auth;3599
1880;AppMPP;useState;auth;3599
1881;AppMPP;LoginIcon;auth;3599
1882;AppMPP;LogoutIcon;auth;3599
1883;AppMPP;doSignIn;auth;3599
1884;AppMPP;useRouter;auth;3599
1885;AppMPP;getCookie;auth;3599
1886;AppMPP;removeCookies;auth;3599
1887;AppMPP;setCookies;auth;3599
1888;AppMPP;Accordion;auth;3599
1889;AppMPP;Breadcrumb;auth;3599
1890;AppMPP;Button;auth;3599
1891;AppMPP;Card;auth;3599
1892;AppMPP;Col;auth;3599
1893;AppMPP;ListGroup;auth;3599
1894;AppMPP;Modal;auth;3599
1895;AppMPP;Nav;auth;3599
1896;AppMPP;Row;auth;3599
1897;AppMPP;Tab;auth;3599
1898;AppMPP;AcademicCapIcon;auth;3599
1899;AppMPP;ArchiveIcon;auth;3599
1900;AppMPP;HomeIcon;auth;3599
1901;AppMPP;BadgeCheckIcon;auth;3599
1902;AppMPP;BookmarkIcon;auth;3599
1903;AppMPP;BriefcaseIcon;auth;3599
1904;AppMPP;CalculatorIcon;auth;3599
1905;AppMPP;ChartPieIcon;auth;3599
1906;AppMPP;ChevronDoubleRightIcon;auth;3599
1907;AppMPP;ChipIcon;auth;3599
1908;AppMPP;DownloadIcon;auth;3599
1909;AppMPP;ExternalLinkIcon;auth;3599
1910;AppMPP;GlobeIcon;auth;3599
1911;AppMPP;LibraryIcon;auth;3599
1912;AppMPP;LinkIcon;auth;3599
1913;AppMPP;ScaleIcon;auth;3599
1914;AppMPP;ShieldCheckIcon;auth;3599
1915;AppMPP;TruckIcon;auth;3599
1916;AppMPP;UserGroupIcon;auth;3599
1917;AppMPP;XCircleIcon;auth;3599
1918;AppMPP;doDecryptId;auth;3599
1919;NotFound;Image;notifActivity;3599
1920;NotFound;ICNotFound;notifActivity;3599
1921;NotFound;router;notifActivity;3599
1922;Profile;useEffect;users;3599
1923;Profile;useState;users;3599
1924;Profile;useRouter;users;3599
1925;Profile;Image;users;3599
1926;Profile;MainLayout;users;3599
1927;AuthorizeRedirects;useEffect;Authorizationcode;3599
1928;AuthorizeRedirects;useState;Authorizationcode;3599
1929;AuthorizeRedirects;useRouter;Authorizationcode;3599
1930;AuthorizeRedirects;uuid;Authorizationcode;3599
1931;AuthorizeRedirects;Yup;Authorizationcode;3599
1932;AuthorizeRedirects;Card;Authorizationcode;3599
1933;AuthorizeRedirects;FloatingLabel;Authorizationcode;3599
1934;AuthorizeRedirects;Form;Authorizationcode;3599
1935;AuthorizeRedirects;Placeholder;Authorizationcode;3599
1936;AuthorizeRedirects;Spinner;Authorizationcode;3599
1937;AuthorizeRedirects;UploadIcon;Authorizationcode;3599
1938;AuthorizeRedirects;EyeIcon;Authorizationcode;3599
1939;AuthorizeRedirects;EyeOffIcon;Authorizationcode;3599
1940;AuthorizeRedirects;RefreshIcon;Authorizationcode;3599
1941;AuthorizeRedirects;ChevronDoubleLeftIcon;Authorizationcode;3599
1942;AuthorizeRedirects;ArrowCircleLeftIcon;Authorizationcode;3599
1943;AuthorizeRedirects;Image;Authorizationcode;3599
1944;AuthorizeRedirects;getCookies;Authorizationcode;3599
1945;AuthorizeRedirects;setCookies;Authorizationcode;3599
1946;AuthorizeRedirects;removeCookies;Authorizationcode;3599
1947;AuthorizeRedirects;getCookie;Authorizationcode;3599
1948;AuthorizeRedirects;jwt;Authorizationcode;3599
1949;AuthorizeRedirects;Swal;Authorizationcode;3599
1950;AuthorizeRedirects;API_PUBLIC_INTEGRATION;Authorizationcode;3599
1951;AuthorizeRedirects;useEffectOnce;Authorizationcode;3599
1952;AuthorizeRedirects;doDecryptId;Authorizationcode;3599
1953;AuthorizeRedirects;doEncryptId;Authorizationcode;3599
1954;AuthorizeRedirects;encodeJWTToken;Authorizationcode;3599
1955;AuthorizeRedirectsMobile;getCookies;Authorizationcode;3599
1956;AuthorizeRedirectsMobile;Loading;Authorizationcode;3599
1957;AuthorizeRedirectsMobile;isMobile;Authorizationcode;3599
1958;AuthorizeRedirectsMobile;useEffect;Authorizationcode;3599
1959;AuthorizeRedirectsMobile;useRouter;Authorizationcode;3599
1960;AuthorizeRedirectsMobile;doEncryptId;Authorizationcode;3599
1961;TrackRegistration;useEffect;registrasi;3599
1962;TrackRegistration;useState;registrasi;3599
1963;TrackRegistration;useRouter;registrasi;3599
1964;TrackRegistration;Image;registrasi;3599
1965;TrackRegistration;MainLayout;registrasi;3599
1966;TrackRegistration;FloatingLabel;registrasi;3599
1967;TrackRegistration;Form;registrasi;3599
1968;TrackRegistration;Spinner;registrasi;3599
1969;TrackRegistration;SearchCircleIcon;registrasi;3599
1970;TrackRegistration;ICNotFound;registrasi;3599
1971;TrackRegistration;Swal;registrasi;3599
1972;TrackRegistration;toast;registrasi;3599
1973;TrackRegistration;generateSignatureKey;registrasi;3599
1974;TrackRegistration;getCookie;registrasi;3599
1975;Register;useEffect;registrasi;3599
1976;Register;useState;registrasi;3599
1977;Register;useRef;registrasi;3599
1978;Register;dynamic;registrasi;3599
1979;Register;ChevronLeftIcon;registrasi;3599
1980;Register;ChevronRightIcon;registrasi;3599
1981;Register;DocumentIcon;registrasi;3599
1982;Register;CloudUploadIcon;registrasi;3599
1983;Register;TrashIcon;registrasi;3599
1984;Register;QuestionMarkCircleIcon;registrasi;3599
1985;Register;XCircleIcon;registrasi;3599
1986;Register;Image;registrasi;3599
1987;Register;Accordion;registrasi;3599
1988;Register;Button;registrasi;3599
1989;Register;Card;registrasi;3599
1990;Register;Col;registrasi;3599
1991;Register;FloatingLabel;registrasi;3599
1992;Register;Form;registrasi;3599
1993;Register;ListGroup;registrasi;3599
1994;Register;Modal;registrasi;3599
1995;Register;ModalHeader;registrasi;3599
1996;Register;Nav;registrasi;3599
1997;Register;ProgressBar;registrasi;3599
1998;Register;Row;registrasi;3599
1999;Register;Spinner;registrasi;3599
2000;Register;Tab;registrasi;3599
2001;Register;Tabs;registrasi;3599
2002;Register;MainLayout;registrasi;3599
2003;Register;Formik;registrasi;3599
2004;Register;useRouter;registrasi;3599
2005;Register;useFormik;registrasi;3599
2006;Register;Field;registrasi;3599
2007;Register;useSelector;registrasi;3599
2008;Register;useDispatch;registrasi;3599
2009;Register;FormValidation;registrasi;3599
2010;Register;defaultValidation;registrasi;3599
2011;Register;kodeposValidation;registrasi;3599
2012;Register;nikValidation;registrasi;3599
2013;Register;pasporValidation;registrasi;3599
2014;Register;emailValidation;registrasi;3599
2015;Register;phoneNumberValidation;registrasi;3599
2016;Register;nipValidation;registrasi;3599
2017;Register;nibValidation;registrasi;3599
2018;Register;npwpValidation;registrasi;3599
2019;Register;API_PUBLIC_GLOBAL;registrasi;3599
2020;Register;API_SERVER_GLOBAL;registrasi;3599
2021;Register;useTranslation;registrasi;3599
2022;Register;Select;registrasi;3599
2023;Register;Swal;registrasi;3599
2024;Register;ICCheckPrimary;registrasi;3599
2025;Register;toast;registrasi;3599
2026;Register;isMobile;registrasi;3599
2027;Register;validationReference;registrasi;3599
2028;Register;getCookie;registrasi;3599
2029;Register;removeCookies;registrasi;3599
2030;Register;setCookies;registrasi;3599
2031;Register;axios;registrasi;3599
2032;Register;generateSignatureKey;registrasi;3599
2033;Register;verifyJWTToken;registrasi;3599
2034;MFAConfig;useEffect;Authorizationcode;3599
2035;MFAConfig;useState;Authorizationcode;3599
2036;MFAConfig;useRouter;Authorizationcode;3599
2037;MFAConfig;MainLayout;Authorizationcode;3599
2038;MFAConfig;Swal;Authorizationcode;3599
2039;MFAConfig;toast;Authorizationcode;3599
2040;MFAConfig;useSelector;Authorizationcode;3599
2041;MFAConfig;QRCodeSVG;Authorizationcode;3599
2042;MFAConfig;startAuthentication;Authorizationcode;3599
2043;MFAConfig;startRegistration;Authorizationcode;3599
2044;MFAConfig;Card;Authorizationcode;3599
2045;MFAConfig;FloatingLabel;Authorizationcode;3599
2046;MFAConfig;Form;Authorizationcode;3599
2047;MFAConfig;Modal;Authorizationcode;3599
2048;MFAConfig;Placeholder;Authorizationcode;3599
2049;MFAConfig;Spinner;Authorizationcode;3599
2050;MFAConfig;Tab;Authorizationcode;3599
2051;MFAConfig;Tabs;Authorizationcode;3599
2052;MFAConfig;moment;Authorizationcode;3599
2053;MFAConfig;PlusCircleIcon;Authorizationcode;3599
2054;MFAConfig;TrashIcon;Authorizationcode;3599
2055;MFAConfig;QuestionMarkCircleIcon;Authorizationcode;3599
2056;MFAConfig;XCircleIcon;Authorizationcode;3599
2057;MFAConfig;SaveAsIcon;Authorizationcode;3599
2058;MFAConfig;CheckCircleIcon;Authorizationcode;3599
2059;MFAConfig;getCookie;Authorizationcode;3599
2060;MFAConfig;uuid;Authorizationcode;3599
2061;MFAConfig;FormInputsPhone;Authorizationcode;3599
2062;MFAConfig;Breadcrumb;Authorizationcode;3599
2063;MFAConfig;authenticator;Authorizationcode;3599
2064;MFAConfig;totp;Authorizationcode;3599
2065;MFAConfig;hotp;Authorizationcode;3599
2066;MFAConfig;doEncryptId;Authorizationcode;3599
2067;MFA;useEffect;Authorizationcode;3599
2068;MFA;useState;Authorizationcode;3599
2069;MFA;useRouter;Authorizationcode;3599
2070;MFA;Image;Authorizationcode;3599
2071;MFA;MainLayout;Authorizationcode;3599
2072;MFA;ICEasyAccess;Authorizationcode;3599
2073;MFA;ICDocument;Authorizationcode;3599
2074;MFA;CogIcon;Authorizationcode;3599
2075;MFA;Breadcrumb;Authorizationcode;3599
2076;Security;useEffect;Authorizationcode;3599
2077;Security;useState;Authorizationcode;3599
2078;Security;useRouter;Authorizationcode;3599
2079;Security;Image;Authorizationcode;3599
2080;Security;MainLayout;Authorizationcode;3599
2081;Security;ICEasyAccess;Authorizationcode;3599
2082;Security;ICSafeEasy;Authorizationcode;3599
2083;Security;useDispatch;Authorizationcode;3599
2084;Security;useSelector;Authorizationcode;3599
2085;Security;fetchDataUser;Authorizationcode;3599
2086;Security;Placeholder;Authorizationcode;3599
2087;Security;Card;Authorizationcode;3599
2088;Security;KeyIcon;Authorizationcode;3599
2089;Security;Breadcrumb;Authorizationcode;3599
2090;ServerManagement;useEffect;Interactions;3599
2091;ServerManagement;useState;Interactions;3599
2092;ServerManagement;useRef;Interactions;3599
2093;ServerManagement;useCallback;Interactions;3599
2094;ServerManagement;Image;Interactions;3599
2095;ServerManagement;MainLayout;Interactions;3599
2096;ServerManagement;ICUnauthorized;Interactions;3599
2097;ServerManagement;SaveAsIcon;Interactions;3599
2098;ServerManagement;BadgeCheckIcon;Interactions;3599
2099;ServerManagement;EyeOffIcon;Interactions;3599
2100;ServerManagement;ViewGridAddIcon;Interactions;3599
2101;ServerManagement;EyeIcon;Interactions;3599
2102;ServerManagement;PencilIcon;Interactions;3599
2103;ServerManagement;Formik;Interactions;3599
2104;ServerManagement;Swal;Interactions;3599
2105;ServerManagement;useDispatch;Interactions;3599
2106;ServerManagement;useSelector;Interactions;3599
2107;ServerManagement;fetchDataUser;Interactions;3599
2108;ServerManagement;axios;Interactions;3599
2109;ServerManagement;jwt;Interactions;3599
2110;ServerManagement;toast;Interactions;3599
2111;ServerManagement;FormSelects;Interactions;3599
2112;ServerManagement;doEncryptId;Interactions;3599
2113;ServerManagement;Loading;Interactions;3599
2114;ServerManagement;Router;Interactions;3599
2115;ServerManagement;Button;Interactions;3599
2116;ServerManagement;Modal;Interactions;3599
2117;Verification;useEffect;auth;3599
2118;Verification;useState;auth;3599
2119;Verification;useRouter;auth;3599
2120;Verification;MainLayout;auth;3599
2121;Verification;Card;auth;3599
2122;Verification;FloatingLabel;auth;3599
2123;Verification;Form;auth;3599
2124;Verification;Placeholder;auth;3599
2125;Verification;Spinner;auth;3599
2126;Verification;CheckCircleIcon;auth;3599
2127;Verification;EyeIcon;auth;3599
2128;Verification;EyeOffIcon;auth;3599
2129;Verification;RefreshIcon;auth;3599
2130;Verification;ChevronDoubleLeftIcon;auth;3599
2131;Verification;Image;auth;3599
2132;Verification;Formik;auth;3599
2133;Verification;getCookie;auth;3599
2134;Verification;getCookies;auth;3599
2135;Verification;Swal;auth;3599
2136;Verification;generateSignatureKey;auth;3599
